#    L    TT             EE             BB             TE          
   374    0.76322E-02    0.86254E-04    0.77970E-04    0.19210E-03
   375    0.76581E-02    0.86480E-04    0.78272E-04    0.18979E-03
   376    0.76826E-02    0.86716E-04    0.78575E-04    0.18746E-03
   377    0.77055E-02    0.86960E-04    0.78879E-04    0.18512E-03
   378    0.77269E-02    0.87213E-04    0.79184E-04    0.18277E-03
   379    0.77468E-02    0.87476E-04    0.79489E-04    0.18042E-03
   380    0.77652E-02    0.87748E-04    0.79794E-04    0.17808E-03
   381    0.77819E-02    0.88030E-04    0.80100E-04    0.17576E-03
   382    0.77970E-02    0.88322E-04    0.80405E-04    0.17345E-03
   383    0.78106E-02    0.88624E-04    0.80710E-04    0.17118E-03
   384    0.78225E-02    0.88936E-04    0.81015E-04    0.16894E-03
   385    0.78327E-02    0.89258E-04    0.81320E-04    0.16674E-03
   386    0.78412E-02    0.89591E-04    0.81624E-04    0.16460E-03
   387    0.78481E-02    0.89934E-04    0.81927E-04    0.16251E-03
   388    0.78532E-02    0.90288E-04    0.82230E-04    0.16050E-03
   389    0.78565E-02    0.90653E-04    0.82531E-04    0.15855E-03
   390    0.78581E-02    0.91029E-04    0.82832E-04    0.15669E-03
